movieId,Title,bag_of_words
3007,American Movie,markborchardt tomschimmels monicaborchardt alexborchardt chrissmith D o c u m e n t a r y
4642,Hedwig and the Angry Inch,johncameronmitchell miriamshor stephentrask theodoreliscinski johncameronmitchell C o m e d y   D r a m a   M u s i c a l
67799,The Butterfly Effect 3: Revelations,chriscarmack rachelminer melissajones kevinyon sethgrossman D r a m a   F a n t a s y   S c i - F i   T h r i l l e r
5573,Stealing Harvard,jasonlee tomgreen lesliemann meganmullally brucemcculloch C o m e d y   C r i m e
246,Hoop Dreams,williamgates arthuragee emmagates curtisgates stevejames D o c u m e n t a r y
4052,Antitrust,ryanphillippe rachaelleighcook claireforlani timrobbins peterhowitt C r i m e   D r a m a   T h r i l l e r
67695,Observe and Report,sethrogen rayliotta michaelpeña annafaris jodyhill A c t i o n   C o m e d y
28,Persuasion,sallyhawkins alicekrige anthonyhead juliadavis adrianshergold D r a m a   R o m a n c e
8645,Maria Full of Grace,catalinasandinomoreno virginaariza yennypaolavega rodrigosánchezborhorquez joshuamarston C r i m e   D r a m a
57,Home for the Holidays,hollyhunter robertdowneyjr. annebancroft charlesdurning jodiefoster D r a m a
32598,Fever Pitch,"drewbarrymore jimmyfallon jasonspevack jackkehler bobbyfarrelly,peterfarrelly C o m e d y   R o m a n c e"
39427,Stay,ewanmcgregor ryangosling kateburton naomiwatts marcforster T h r i l l e r
1594,In the Company of Men,aaroneckhart stacyedwards mattmalloy michaelmartin neillabute C o m e d y   D r a m a
1060,Swingers,jonfavreau vincevaughn ronlivingston patrickvanhorn dougliman C o m e d y   D r a m a
1245,Miller's Crossing,"gabrielbyrne marciagayharden johnturturro jonpolito joelcoen,ethancoen C r i m e   D r a m a   F i l m - N o i r   T h r i l l e r"
6852,In Cold Blood,robertblake scottwilson johnforsythe paulstewart richardbrooks C r i m e   D r a m a
809,Fled,laurencefishburne stephenbaldwin willpatton robertjohnburke kevinhooks A c t i o n   A d v e n t u r e
53519,Death Proof,kurtrussell zoëbell rosariodawson vanessaferlito quentintarantino A c t i o n   A d v e n t u r e   C r i m e   H o r r o r   T h r i l l e r
2387,Very Bad Things,jonfavreau lelandorser camerondiaz christianslater peterberg C o m e d y   C r i m e
3614,Honeymoon in Vegas,jamescaan nicolascage sarahjessicaparker patmorita andrewbergman C o m e d y   R o m a n c e
106100,Dallas Buyers Club,matthewmcconaughey jennifergarner jaredleto deniso'hare jean-marcvallée D r a m a
152017,Me Before You,samclaflin vanessakirby emiliaclarke eileendunwoodie theasharrock D r a m a   R o m a n c e
2249,My Blue Heaven,stevemartin rickmoranis joancusack melaniemayron herbertross C o m e d y
52,Mighty Aphrodite,pamelablair reneceballos eliechaib georgedelapena woodyallen C o m e d y   D r a m a   R o m a n c e
195,Something to Talk About,juliaroberts dennisquaid robertduvall genarowlands lassehallström C o m e d y   D r a m a   R o m a n c e
77672,Ca$h,seanbean chrishemsworth victoriaprofeta mikestarr stephenmilburnanderson C r i m e   T h r i l l e r
4224,Exit Wounds,stevenseagal dmx isaiahwashington anthonyanderson andrzejbartkowiak A c t i o n   T h r i l l e r
8610,All of Me,stevemartin lilytomlin victoriatennant madolynsmithosborne carlreiner C o m e d y   F a n t a s y
1598,Desperate Measures,michaelkeaton andygarcia briancox marciagayharden barbetschroeder C r i m e   D r a m a   T h r i l l e r
103055,The Big Wedding,robertdeniro katherineheigl dianekeaton amandaseyfried justinzackham C o m e d y
119145,Kingsman: The Secret Service,adrianquinton colinfirth markstrong jonnodavies matthewvaughn A c t i o n   A d v e n t u r e   C o m e d y   C r i m e
2320,Apt Pupil,bradrenfro ianmckellen joshuajackson mickeycottrell bryansinger D r a m a   T h r i l l e r
27727,Head-On,birolünel güvenkiraç zarahjanemckenzie stefangebelhoff fatihakin D r a m a   R o m a n c e
75341,Remember Me,caitlynrund moisésacevedo noelrodriguez kevinp.mccarthy allencoulter D r a m a   R o m a n c e
3250,Alive,ethanhawke vincentspano joshhamilton bruceramsay frankmarshall D r a m a
35347,Animal Farm,"gordonheath mauricedenham joybatchelor,johnhalas A n i m a t i o n   D r a m a"
8970,Finding Neverland,johnnydepp katewinslet juliechristie radhamitchell marcforster D r a m a
33495,Kicking & Screaming,willferrell robertduvall mikeditka katewalsh jessedylan C o m e d y
4392,Alice,joemantegna miafarrow williamhurt junesquibb woodyallen C o m e d y   D r a m a   F a n t a s y   R o m a n c e
1707,Home Alone 3,alexd.linz olekkrupa ryakihlstedt lennyvondohlen rajagosnell C h i l d r e n   C o m e d y
2439,Affliction,nicknolte brigidtierney holmesosborne jimtrue-frost paulschrader D r a m a
93363,John Carter,taylorkitsch lynncollins samanthamorton willemdafoe andrewstanton A c t i o n   A d v e n t u r e   S c i - F i   I M A X
6218,Bend It Like Beckham,parmindernagra keiraknightley jonathanrhysmeyers anupamkher gurinderchadha C o m e d y   D r a m a   R o m a n c e
952,Around the World in 80 Days,jackiechan stevecoogan céciledefrance robertfyfe frankcoraci A d v e n t u r e   C o m e d y
97752,Cloud Atlas,"tomhanks halleberry jimbroadbent hugoweaving tomtykwer,lanawachowski,lillywachowski D r a m a   S c i - F i   I M A X"
79357,Mr. Nobody,jaredleto sarahpolley dianekruger linhdanpham jacovandormael D r a m a   F a n t a s y   R o m a n c e   S c i - F i
81417,Paranormal Activity 2,davidbierend brianboland mollyephraim katiefeatherston todwilliams H o r r o r   I M A X
4699,Original Sin,antoniobanderas angelinajolie thomasjane jackthompson michaelcristofer D r a m a   R o m a n c e   T h r i l l e r
158966,Captain Fantastic,viggomortensen georgemackay samanthaisler annalisebasso mattross D r a m a
49278,Déjà Vu,stephendillane victoriafoyt vanessaredgrave glynisbarber henryjaglom A c t i o n   S c i - F i   T h r i l l e r
9018,Control Room,samirkhader joshrushing georgew.bush hassanibrahim jehanenoujaim D o c u m e n t a r y   W a r
2553,Village of the Damned,christopherreeve kirstiealley lindakozlowski michaelparé johncarpenter H o r r o r   S c i - F i   T h r i l l e r
4769,Into the Arms of Strangers: Stories of the Kindertransport,judidench lorycahn kurtfuchel evahayman markjonathanharris D o c u m e n t a r y
74156,Edge of Darkness,melgibson raywinstone dannyhuston bojananovakovic martincampbell D r a m a   T h r i l l e r
143385,Bridge of Spies,markrylance domenicklombardozzi victorverhaeghe markfichera stevenspielberg D r a m a   T h r i l l e r
97304,Argo,benaffleck bryancranston alanarkin johngoodman benaffleck D r a m a   T h r i l l e r
606,Candyman: Farewell to the Flesh,tonytodd kellyrowan williamo'leary billnunn billcondon F a n t a s y   H o r r o r
5630,Red Dragon,anthonyhopkins edwardnorton ralphfiennes harveykeitel brettratner C r i m e   M y s t e r y   T h r i l l e r
407,In the Mouth of Madness,samneill juliecarmen jürgenprochnow davidwarner johncarpenter H o r r o r   T h r i l l e r
6710,Dummy,adrienbrody millajovovich illeanadouglas verafarmiga gregpritikin C o m e d y   D r a m a   R o m a n c e
1445,McHale's Navy,tomarnold deanstockwell debramessing davidalangrier bryanspicer C o m e d y   W a r
40339,Chicken Little,zachbraff garrymarshall donknotts patrickstewart markdindal A c t i o n   A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   S c i - F i
27772,Ju-on: The Grudge,megumiokina misakiitô misauehara yuiichikawa takashishimizu H o r r o r
3740,Big Trouble in Little China,kurtrussell kimcattrall dennisdun jameshong johncarpenter A c t i o n   A d v e n t u r e   C o m e d y   F a n t a s y
3594,Center Stage,amandaschull christinedunham stephenstout maryannplunkett nicholashytner D r a m a   M u s i c a l
78218,Unthinkable,samuell.jackson carrie-annemoss michaelsheen stephenroot gregorjordan D r a m a   T h r i l l e r
2504,200 Cigarettes,benaffleck caseyaffleck jenniferalbano jenniblong risabramongarcia C o m e d y   D r a m a
2810,Perfect Blue,junkoiwao ricamatsumoto shinpachitsuji masaakiôkura satoshikon A n i m a t i o n   H o r r o r   M y s t e r y   T h r i l l e r
159858,The Conjuring 2,patrickwilson verafarmiga madisonwolfe franceso'connor jameswan H o r r o r
5812,Far from Heaven,juliannemoore dennisquaid dennishaysbert patriciaclarkson toddhaynes D r a m a   R o m a n c e
27266,2046,tonychiu-waileung ligong fayewong takuyakimura kar-waiwong D r a m a   F a n t a s y   R o m a n c e   S c i - F i
934,Father of the Bride,stevemartin dianekeaton kimberlywilliams-paisley kieranculkin charlesshyer C o m e d y
55052,Atonement,saoirseronan ailidhmackay brendablethyn juliawest joewright D r a m a   R o m a n c e   W a r
49396,Tenacious D in The Pick of Destiny,jackblack kylegass jrreed ronniejamesdio liamlynch A d v e n t u r e   C o m e d y   M u s i c a l
6552,Dirty Pretty Things,chiwetelejiofor audreytautou sergilópez sophieokonedo stephenfrears C r i m e   D r a m a   T h r i l l e r
5878,Talk to Her,javiercámara daríograndinetti leonorwatling rosarioflores pedroalmodóvar D r a m a   R o m a n c e
3798,What Lies Beneath,michellepfeiffer katharinetowne mirandaotto jamesremar robertzemeckis D r a m a   H o r r o r   M y s t e r y
2071,And the Band Played On,matthewmodine alanalda patrickbauchau nathaliebaye rogerspottiswoode D r a m a
109189,Endless Love,alexpettyfer gabriellawilde brucegreenwood joelyrichardson shanafeste D r a m a   R o m a n c e
1503,8 Heads in a Duffel Bag,joepesci andycomeau kristyswanson georgehamilton tomschulman C o m e d y
85401,Super,rainnwilson ellenpage livtyler kevinbacon jamesgunn A c t i o n   C o m e d y   D r a m a
53894,Sicko,michaelmoore tuckeralbrizzi tonybenn georgew.bush michaelmoore D o c u m e n t a r y   D r a m a
7373,Hellboy,ronperlman johnhurt selmablair rupertevans guillermodeltoro A c t i o n   A d v e n t u r e   F a n t a s y   H o r r o r
139747,Before We Go,chrisevans aliceeve emmafitzpatrick johncullum chrisevans R o m a n c e
6331,Spellbound,ingridbergman gregorypeck michaelchekhov leog.carroll alfredhitchcock D o c u m e n t a r y
101076,G.I. Joe: Retaliation,dwaynejohnson jonathanpryce byung-hunlee elodieyung jonm.chu A c t i o n   A d v e n t u r e   S c i - F i   T h r i l l e r   I M A X
6062,Lost in La Mancha,"tonygrisoni philipa.patterson renécleitman terrygilliam keithfulton,louispepe D o c u m e n t a r y"
15,Cutthroat Island,geenadavis matthewmodine franklangella maurychaykin rennyharlin A c t i o n   A d v e n t u r e   R o m a n c e
1545,Ponette,victoirethivisol delphineschiltz matiazbureaucaton léopoldineserre jacquesdoillon D r a m a
1385,Under Siege,stevenseagal damianchapa troyevans davidmcknight andrewdavis A c t i o n   D r a m a   T h r i l l e r
98124,"Batman: The Dark Knight Returns, Part 1",peterweller arielwinter davidselby wadewilliams jayoliva A c t i o n   A n i m a t i o n   S c i - F i
33158,xXx: State of the Union,willemdafoe samuell.jackson icecube scottspeedman leetamahori A c t i o n   C r i m e   T h r i l l e r
42011,Fun with Dick and Jane,jimcarrey téaleoni alecbaldwin richardjenkins deanparisot C o m e d y   C r i m e
61132,Tropic Thunder,jeffkahn robertdowneyjr. anthonyruivivar jackblack benstiller A c t i o n   A d v e n t u r e   C o m e d y   W a r
44974,Hard Candy,patrickwilson ellenpage sandraoh odessarae davidslade D r a m a   T h r i l l e r
89837,Kill List,neilmaskell myannaburing harrysimpson michaelsmiley benwheatley H o r r o r   M y s t e r y   T h r i l l e r
4823,Serendipity,johncusack katebeckinsale jeremypiven bridgetmoynahan peterchelsom C o m e d y   R o m a n c e
104241,Kick-Ass 2,aarontaylor-johnson chloëgracemoretz morrischestnut claudialee jeffwadlow A c t i o n   C o m e d y   C r i m e
52604,Fracture,anthonyhopkins ryangosling davidstrathairn rosamundpike gregoryhoblit C r i m e   D r a m a   M y s t e r y   T h r i l l e r
101997,Scary Movie 5,"ashleytisdale simonrex graciewhitton avakolker malcolmd.lee,davidzucker C o m e d y"
43708,Block Party,angeliquelittle kimnyhous cherilynnbrooks dianahickman laurajeancronin C o m e d y   D o c u m e n t a r y
81847,Tangled,"mandymoore zacharylevi donnamurphy ronperlman nathangreno,byronhoward A n i m a t i o n   C h i l d r e n   C o m e d y   F a n t a s y   M u s i c a l   R o m a n c e   I M A X"
6322,Confidence,edwardburns rachelweisz morrischestnut lelandorser jamesfoley C r i m e   T h r i l l e r
51412,Next,nicolascage juliannemoore jessicabiel thomaskretschmann leetamahori A c t i o n   S c i - F i   T h r i l l e r
79910,According to Greta,hilaryduff evanross michaelmurphy ellenburstyn nancybardawil D r a m a   R o m a n c e
3712,Soapdish,cathymoriarty terihatcher robertdowneyjr. sallyfield michaelhoffman C o m e d y
1806,Paulie,genarowlands tonyshalhoub cheechmarin brucedavison johnroberts A d v e n t u r e   C h i l d r e n   C o m e d y
56757,Sweeney Todd: The Demon Barber of Fleet Street,johnnydepp helenabonhamcarter alanrickman timothyspall timburton D r a m a   H o r r o r   M u s i c a l   T h r i l l e r
4232,Spy Kids,antoniobanderas carlagugino alexapenavega darylsabara robertrodriguez A c t i o n   A d v e n t u r e   C h i l d r e n   C o m e d y
2808,Universal Soldier,jean-claudevandamme dolphlundgren allywalker edo'ross rolandemmerich A c t i o n   S c i - F i
415,Another Stakeout,richarddreyfuss emilioestevez rosieo'donnell dennisfarina johnbadham C o m e d y   T h r i l l e r
2188,54,ryanphillippe salmahayek nevecampbell mikemyers markchristopher D r a m a
1014,Pollyanna,hayleymills janewyman richardegan karlmalden davidswift C h i l d r e n   C o m e d y   D r a m a
6503,Charlie's Angels: Full Throttle,camerondiaz drewbarrymore lucyliu berniemac mcg A c t i o n   A d v e n t u r e   C o m e d y   C r i m e   T h r i l l e r
59369,Taken,liamneeson maggiegrace lelandorser jongries pierremorel A c t i o n   C r i m e   D r a m a   T h r i l l e r
82,Antonia's Line,willekevanammelrooy elsdottermans doravandergroen veerlevanoverloop marleengorris C o m e d y   D r a m a
110586,Calvary,brendangleeson chriso'dowd kellyreilly aidangillen johnmichaelmcdonagh C o m e d y   D r a m a
160271,Central Intelligence,dwaynejohnson kevinhart amyryan daniellenicolet rawsonmarshallthurber A c t i o n   C o m e d y
7139,In America,paddyconsidine samanthamorton sarahbolger emmabolger jimsheridan D r a m a   R o m a n c e
360,I Love Trouble,nicknolte juliaroberts saulrubinek jamesrebhorn charlesshyer A c t i o n   C o m e d y
994,Big Night,"marcanthony tonyshalhoub stanleytucci larryblock campbellscott,stanleytucci C o m e d y   D r a m a"
95441,Ted,markwahlberg milakunis sethmacfarlane joelmchale sethmacfarlane C o m e d y   F a n t a s y
268,Little Odessa,timroth edwardfurlong moirakelly vanessaredgrave jamesgray C r i m e   D r a m a
456,Fresh,seannelson giancarloesposito samuell.jackson n'bushewright boazyakin C r i m e   D r a m a   T h r i l l e r
1401,Ghosts of Mississippi,alecbaldwin jameswoods virginiamadsen whoopigoldberg robreiner D r a m a
96588,Pitch Perfect,annakendrick skylarastin benplatt brittanysnow jasonmoore C o m e d y   M u s i c a l
105653,Escape Plan,sylvesterstallone arnoldschwarzenegger jimcaviezel farantahir mikaelhåfström A c t i o n   M y s t e r y   T h r i l l e r
5665,Knockaround Guys,"barrypepper andydavoli sethgreen vindiesel briankoppelman,davidlevien A c t i o n   C o m e d y   C r i m e"
6005,Blue Collar Comedy Tour: The Movie,jefffoxworthy billengvall ronwhite larrythecableguy c.b.harding C o m e d y   D o c u m e n t a r y
422,Blink,madeleinestowe aidanquinn jamesremar peterfriedman michaelapted T h r i l l e r
122900,Ant-Man,paulrudd michaeldouglas evangelinelilly coreystoll peytonreed A c t i o n   A d v e n t u r e   S c i - F i
42,Dead Presidents,"larenztate keithdavid christucker freddyrodríguez alberthughes,allenhughes A c t i o n   C r i m e   D r a m a"
56921,Battlestar Galactica: Razor,edwardjamesolmos marymcdonnell kateesackhoff jamiebamber félixenríquezalcalá A c t i o n   D r a m a   S c i - F i   T h r i l l e r
27592,Sympathy for Mr. Vengeance,kang-hosong ha-kyunshin doonabae ji-eunlim chan-wookpark C r i m e   D r a m a
429,Cabin Boy,chriselliott ritchbrinkley jamesgammon briandoyle-murray adamresnick C o m e d y
1459,Absolute Power,clinteastwood genehackman edharris lauralinney clinteastwood M y s t e r y   T h r i l l e r
112623,Dawn of the Planet of the Apes,andyserkis jasonclarke garyoldman kerirussell mattreeves S c i - F i
4310,Pearl Harbor,benaffleck joshhartnett katebeckinsale williamleescott michaelbay A c t i o n   D r a m a   R o m a n c e   W a r
550,Threesome,laraflynnboyle stephenbaldwin joshcharles alexisarquette andrewfleming C o m e d y   R o m a n c e
70159,Orphan,verafarmiga petersarsgaard isabellefuhrman cchpounder jaumecollet-serra D r a m a   H o r r o r   M y s t e r y   T h r i l l e r
159093,Now You See Me 2,jesseeisenberg markruffalo woodyharrelson davefranco jonm.chu A c t i o n   C o m e d y   T h r i l l e r
5479,K-19: The Widowmaker,samspruell peterstebbings christiancamargo romanpodhora kathrynbigelow A c t i o n   A d v e n t u r e   D r a m a   T h r i l l e r
3668,Romeo and Juliet,leonardwhiting oliviahussey johnmcenery miloo'shea francozeffirelli D r a m a   R o m a n c e
661,James and the Giant Peach,simoncallow richarddreyfuss janeleeves joannalumley henryselick A d v e n t u r e   A n i m a t i o n   C h i l d r e n   F a n t a s y   M u s i c a l
829,Joe's Apartment,jerryo'connell meganward billywest reginaldhudlin johnpayson C o m e d y   F a n t a s y   M u s i c a l
39183,Brokeback Mountain,heathledger jakegyllenhaal randyquaid valerieplanche anglee D r a m a   R o m a n c e
2594,Open Your Eyes,eduardonoriega penélopecruz chetelera felemartínez alejandroamenábar D r a m a   R o m a n c e   S c i - F i   T h r i l l e r
7160,Monster,charlizetheron christinaricci brucedern leetergesen pattyjenkins C r i m e   D r a m a
55118,Eastern Promises,josefaltin minae.mina aleksandarmikic sarah-jeannelabrosse davidcronenberg C r i m e   D r a m a   T h r i l l e r
5319,Nine Queens,ricardodarín gastónpauls leticiabrédice maríamercedesvillagra fabiánbielinsky C r i m e   T h r i l l e r
3726,Assault on Precinct 13,ethanhawke laurencefishburne gabrielbyrne mariabello jean-françoisrichet A c t i o n   T h r i l l e r
42213,"Goodnight, Mister Tom",johnthaw nickrobinson annabelleapsion thomasorange jackgold D r a m a
108,Catwalk,christyturlington azzedinealaïa giorgioarmani nadjaauermann robertleacock D o c u m e n t a r y
3219,Pacific Heights,melaniegriffith matthewmodine michaelkeaton mako johnschlesinger M y s t e r y   T h r i l l e r
34143,Dark Water,jenniferconnelly johnc.reilly timroth dougrayscott waltersalles D r a m a   H o r r o r   T h r i l l e r
1021,Angels in the Outfield,dannyglover brendafricker tonydanza christopherlloyd williamdear C h i l d r e n   C o m e d y
2978,Three to Tango,matthewperry nevecampbell dylanmcdermott oliverplatt damonsantostefano C o m e d y   R o m a n c e
537,Sirens,hughgrant tarafitzgerald samneill pamelarabe johnduigan D r a m a
8869,First Daughter,katieholmes marcblucas amerie michaelkeaton forestwhitaker C o m e d y   R o m a n c e
3724,Coming Home,janefonda jonvoight brucedern penelopemilford halashby D r a m a   W a r
4304,Startup.com,"kaleilisazatuzman tomherman kennethaustin triciaburke chrishegedus,jehanenoujaim D o c u m e n t a r y"
2497,Message in a Bottle,kevincostner robinwright paulnewman johnsavage luismandoki R o m a n c e
229,Death and the Maiden,sigourneyweaver benkingsley stuartwilson krystiamova romanpolanski D r a m a   T h r i l l e r
3259,Far and Away,tomcruise nicolekidman thomasgibson robertprosky ronhoward A d v e n t u r e   D r a m a   R o m a n c e
55830,Be Kind Rewind,jackblack yasiinbey dannyglover miafarrow michelgondry C o m e d y
452,Widows' Peak,miafarrow joanplowright natasharichardson adriandunbar johnirvin D r a m a
3459,Gothic,gabrielbyrne juliansands natasharichardson myriamcyr kenrussell D r a m a   H o r r o r
1277,Cyrano de Bergerac,gérarddepardieu annebrochet vincentperez jacquesweber jean-paulrappeneau C o m e d y   D r a m a   R o m a n c e
59333,Made of Honor,patrickdempsey michellemonaghan kevinmckidd kadeemhardison paulweiland C o m e d y   R o m a n c e
47644,Invincible,markwahlberg gregkinnear elizabethbanks kevinconway ericsoncore D r a m a
135133,The Hunger Games: Mockingjay - Part 2,jenniferlawrence joshhutcherson liamhemsworth woodyharrelson francislawrence A d v e n t u r e   S c i - F i
65261,Ponyo,tomokoyamaguchi kazushigenagashima yûkiamami georgetokoro hayaomiyazaki A d v e n t u r e   A n i m a t i o n   C h i l d r e n   F a n t a s y
45210,United 93,j.j.johnson garycommock pollyadams opalalladin paulgreengrass C r i m e   D r a m a
7316,Confessions of a Teenage Drama Queen,lindsaylohan adamgarcia glenneheadly alisonpill sarasugarman C o m e d y
91628,New Year's Eve,michellepfeiffer zacefron charlottemarshall-fricker fionachoi garrymarshall C o m e d y   R o m a n c e
114935,Predestination,"ethanhawke sarahsnook christopherkirby christophersommers michaelspierig,peterspierig A c t i o n   M y s t e r y   S c i - F i   T h r i l l e r"
1404,Night Falls on Manhattan,andygarcia ianholm jamesgandolfini lenaolin sidneylumet C r i m e   D r a m a
14,Nixon,anthonyhopkins joanallen powersboothe edharris oliverstone D r a m a
2272,One True Thing,merylstreep renéezellweger williamhurt tomeverettscott carlfranklin D r a m a
48322,Jackass Number Two,johnnyknoxville bammargera steve-o chrispontius jefftremaine C o m e d y   D o c u m e n t a r y
358,Higher Learning,omarepps kristyswanson michaelrapaport jenniferconnelly johnsingleton D r a m a
27866,In My Father's Den,matthewmacfadyen mirandaotto emilybarclay colinmoy bradmcgann D r a m a
4148,Hannibal,anthonyhopkins juliannemoore garyoldman rayliotta ridleyscott H o r r o r   T h r i l l e r
129009,"Getting Go, the Go Doc Project",tannercohen matthewcamp ramono.torres judymclane corykrueckeberg D r a m a
1457,Fools Rush In,matthewperry salmahayek jontenney carlosgómez andytennant C o m e d y   D r a m a   R o m a n c e
41997,Munich,ericbana danielcraig ciaránhinds mathieukassovitz stevenspielberg A c t i o n   C r i m e   D r a m a   T h r i l l e r
6294,Bulletproof Monk,yun-fatchow seannwilliamscott jaimeking karelroden paulhunter A c t i o n   A d v e n t u r e   S c i - F i
1279,Night on Earth,genarowlands winonaryder lisannefalk alanrandolphscott jimjarmusch C o m e d y   D r a m a
34405,Serenity,nathanfillion ginatorres alantudyk morenabaccarin josswhedon A c t i o n   A d v e n t u r e   S c i - F i
482,Killing Zoe,ericstoltz martinraymond ericpascalchaltiel juliedelpy rogeravary C r i m e   D r a m a   T h r i l l e r
6898,Sweet Sixteen,martincompston williamruane annmariefulton michelleabercromby kenloach D r a m a
59729,Savage Grace,juliannemoore stephendillane annereid martinhuber tomkalin C r i m e   D r a m a
38061,Kiss Kiss Bang Bang,robertdowneyjr. valkilmer michellemonaghan corbinbernsen shaneblack C o m e d y   C r i m e   M y s t e r y   T h r i l l e r
7827,Cypher,jeremynortham lucyliu nigelbennett timothywebber vincenzonatali A c t i o n   S c i - F i   T h r i l l e r
2018,Bambi,"hardiealbright stanalexander bobetteaudrey peterbehn jamesalgar,samuelarmstrong,davidhand,grahamheid,billroberts,paulsatterfield,normanwright A n i m a t i o n   C h i l d r e n   D r a m a"
1665,Bean,rowanatkinson petermacnicol johnmills pamelareed melsmith C o m e d y
115149,John Wick,"keanureeves michaelnyqvist alfieallen willemdafoe chadstahelski,davidleitch A c t i o n   T h r i l l e r"
58293,"10,000 BC",stevenstrait camillabelle cliffcurtis joelvirgel rolandemmerich A d v e n t u r e   R o m a n c e   T h r i l l e r
2008,"This World, Then the Fireworks",philiploch elisimboden christiandurango sloancobb michaeloblowitz C r i m e   D r a m a   F i l m - N o i r
472,I'll Do Anything,nicknolte whittniwright albertbrooks juliekavner jamesl.brooks C o m e d y   D r a m a
3344,Blood Feast,williamkerwin malarnold conniemason lynbolton herschellgordonlewis H o r r o r
3987,Bounce,benaffleck gwynethpaltrow natashahenstridge edwardedwards donroos D r a m a   R o m a n c e
3185,Snow Falling on Cedars,ethanhawke yûkikudô reevecarney annesuzuki scotthicks D r a m a
88,Black Sheep,matthewchamberlain nickfenton samclarke elikent jonathanking C o m e d y
76175,Clash of the Titans,samworthington liamneeson ralphfiennes jasonflemyng louisleterrier A c t i o n   A d v e n t u r e   D r a m a   F a n t a s y
59594,"War, Inc.",johncusack hilaryduff marisatomei joancusack joshuaseftel C o m e d y   C r i m e   T h r i l l e r
3426,Jungle Fever,wesleysnipes annabellasciorra spikelee ossiedavis spikelee D r a m a   R o m a n c e
391,Jason's Lyric,allenpayne jadapinkettsmith bokeemwoodbine anthony'treach'criss dougmchenry C r i m e   D r a m a
161966,Elle,isabellehuppert laurentlafitte anneconsigny charlesberling paulverhoeven T h r i l l e r
81191,Waiting for 'Superman',charlesadam charlesadams jonathanalter robertbalfanz davisguggenheim D o c u m e n t a r y
78105,Prince of Persia: The Sands of Time,jakegyllenhaal gemmaarterton benkingsley alfredmolina mikenewell A c t i o n   A d v e n t u r e   F a n t a s y   R o m a n c e   I M A X
2126,Snake Eyes,nicolascage garysinise johnheard carlagugino briandepalma A c t i o n   C r i m e   M y s t e r y   T h r i l l e r
30803,3-Iron,seung-yunlee heejae hyuk-hokwon jeong-hochoi ki-dukkim D r a m a   R o m a n c e
2020,Dangerous Liaisons,glennclose johnmalkovich michellepfeiffer swoosiekurtz stephenfrears D r a m a   R o m a n c e
50685,Waitress,kerirussell nathanfillion cherylhines jeremysisto adrienneshelly C o m e d y   D r a m a   R o m a n c e
3893,Nurse Betty,morganfreeman renéezellweger chrisrock gregkinnear neillabute C o m e d y   C r i m e   D r a m a   R o m a n c e   T h r i l l e r
64575,Doubt,merylstreep philipseymourhoffman amyadams violadavis johnpatrickshanley D r a m a   M y s t e r y
455,Free Willy,jasonjamesrichter loripetty jayneatkinson augustschellenberg simonwincer A d v e n t u r e   C h i l d r e n   D r a m a
97225,Hotel Transylvania,adamsandler andysamberg selenagomez kevinjames genndytartakovsky A n i m a t i o n   C h i l d r e n   C o m e d y
27873,Metallica: Some Kind of Monster,"jameshetfield larsulrich kirkhammett roberttrujillo joeberlinger,brucesinofsky D o c u m e n t a r y"
44694,Volver,penélopecruz carmenmaura loladueñas blancaportillo pedroalmodóvar C o m e d y   D r a m a
2491,Simply Irresistible,sarahmichellegellar seanpatrickflanery patriciaclarkson dylanbaker marktarlov C o m e d y   R o m a n c e
88140,Captain America: The First Avenger,chrisevans hayleyatwell sebastianstan tommyleejones joejohnston A c t i o n   A d v e n t u r e   S c i - F i   T h r i l l e r   W a r
3079,Mansfield Park,hannahtaylorgordon talyagordon lindsayduncan brucebyron patriciarozema C o m e d y   D r a m a   R o m a n c e
34437,Broken Flowers,billmurray juliedelpy heathersimms breafrazier jimjarmusch C o m e d y   D r a m a
138212,Spectral,jamesbadgedale emilymortimer brucegreenwood maxmartini nicmathieu ( n o   g e n r e s   l i s t e d )
71899,Mary and Max,tonicollette philipseymourhoffman barryhumphries ericbana adamelliot A n i m a t i o n   C o m e d y   D r a m a
2113,Graveyard Shift,davidandrews kellywolf stephenmacht andrewdivoff ralphs.singleton H o r r o r   T h r i l l e r
2160,Rosemary's Baby,miafarrow johncassavetes ruthgordon sidneyblackmer romanpolanski D r a m a   H o r r o r   T h r i l l e r
1126,Drop Dead Fred,phoebecates rikmayall marshamason timmatheson atedejong C o m e d y   F a n t a s y
7044,Wild at Heart,nicolascage lauradern willemdafoe j.e.freeman davidlynch C r i m e   D r a m a   M y s t e r y   R o m a n c e   T h r i l l e r
8861,Resident Evil: Apocalypse,millajovovich siennaguillory odedfehr thomaskretschmann alexanderwitt A c t i o n   H o r r o r   S c i - F i   T h r i l l e r
1840,He Got Game,denzelwashington rayallen millajovovich rosariodawson spikelee D r a m a
2166,Return to Paradise,vincevaughn anneheche joaquinphoenix davidconrad josephruben C r i m e   D r a m a   R o m a n c e   T h r i l l e r
893,Mother Night,nicknolte anthonyj.robinow michaelmcgill shimonaviel keithgordon D r a m a
7649,Babylon 5: In the Beginning,bruceboxleitner mirafurlan richardbiggs andreaskatsulas michaelvejar A d v e n t u r e   S c i - F i
